session,Period,Subject,Num_subject,Num_others,choice_task1,choice_task2,choice_task3,choice_task4,choice_same_gender,choice_diff_gender,choice_same_neutral,choice_diff_neutral,random_play_order,play_order,game1,game2,game3,game4,year,campus,roomate,gender,visitation,visitation_first,visitation_second,visitation_third,nonvisitation_first,nonvisitation_second,nonvisitation_third,num_male_total,num_male_others,num_female_total,num_female_others,even_num_male,even_num_female,temp_rand_matching1,temp_rand_matching2,temp_rand_matching3,temp_rand_matching4,temp_matching_rank1,temp_matching_id_sg,temp_matching_rank2,temp_matching_id_dg,temp_matching_rank3,temp_matching_id_sn,temp_matching_rank4,temp_matching_id_dn,quiz_phase,quiz1,quiz2,quiz3,quiz4,quiz5,quiz6,quiz7,quiz8,answer_stage,choice_game1,stage_control,choice_game2,choice_game3,choice_game4,guess_number,confidence_num_other_choice1,identity,whichpart_identity,part2_choice1,part2_choice2,part2_choice3,part2_choice4,part2_choice5,part2_choice6,part2_choice7,part2_choice8,part2_choice9,part2_choice10,part2_choice11,age,major,nationality,religion,religion_other,opinion_experiment,friend,trust,pass,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,generous,lazy,frugal,impatient,studious,cautious,artistic,patient,reckless,rand_check,check_order,check1,check2,check3,check4,female_avatar,male_avatar,neutral_female_avatar,neutral_male_avatar,payment_task_part1,partner_choice,payment_choice_part1,earning,total_num_choice1_task1,total_num_choice1_task2,total_num_choice1_task3,total_num_choice1_task4,other_num_choice1_task1,other_num_choice1_task2,other_num_choice1_task3,other_num_choice1_task4,num_other_choice1,deviation,extra_point,rand_lottery,selected_row,part2_payment_choice,rand_optionb,threshold_optionb,part2_payment,rand_final,payment_part,final_earning,final_cash,selected_order_task,exp_effect
6,1,15,18,17,1,2,2,1,1,2,2,1,0.855,6,4,2,1,3,1,1,0,1,1,People of opposite gender can come to my room.,,,Better laundry room apparently.,,,9,8,9,9,0,0,0.369120318,0.979641623,0.401825701,0.633659198,4,2,1,1,7,4,6,6,9,4,1,4,2,1,2,1,1,0,1,1,2,1,2,13,50,0,,1,1,1,1,1,1,1,2,2,2,2,18,Music,Greek,8,,"Prospect theory and consistency between when choices are cleary stated, and when the is a PD.",4,0,2,3,3,2,3,4,4,3,3,2,1,3,3,3,4,3,2,3,2,1,2,4,3,4,3,3,2,2,4,10.56,11,2,4,1,3,2,1,3,3,2,2,2,40,6,4,5,8,5,4,5,7,7,6,0,0.91013706,11,2,0.457298991,1,60,0.789833756,1,40,86,2,0
7,1,15,16,15,1,1,1,1,1,1,1,1,0.421,3,2,1,3,4,3,1,1,2,1,you can invite your friends over regardless of thier gender,,,you don't have to worry about running into people fo the opposite gender and therefore it's less threatening,,,8,8,8,7,1,1,0.217217809,0.149240436,0.71512758,0.972209855,6,3,8,8,2,1,1,1,9,4,1,4,1,1,2,1,1,0,1,1,1,1,1,7,80,0,-,1,1,1,1,1,1,1,1,2,2,2,21,Arab Crossroads,USA,2,-,Gender and decisions - if your gender and the other person's gender affects your decision making process and if you're likely to trust one gender over the other,3,0,2,4,2,4,4,5,4,1,3,4,3,5,5,4,1,1,3,4,1,3,4,2,2,2,5,5,5,5,2,20.04,21,4,2,1,3,2,1,3,3,4,1,1,60,6,7,13,13,5,7,12,12,7,0,3,0.74388008,9,2,0.22830162,0.8,60,0.200132364,2,60,114,4,1
8,1,15,16,15,1,2,2,2,1,2,2,2,0.611,4,2,1,4,3,2,1,1,2,1,All friends can come visit you in the comfort of your room,Floor becomes a great space for hosting gatherings and activities,,Nobody of the opposite gender will ever walk in unexpectedly,No need to worry as much about what you wear while in your room,,8,8,8,7,1,1,0.207952408,0.056124901,0.652814133,0.071035948,7,4,8,8,4,2,6,6,9,4,1,4,4,1,2,1,1,0,2,1,1,2,2,1,35,0,,1,1,1,1,1,1,1,1,1,2,2,20,Computer Science,Canada,8,,"How knowing more information about a situation affects decision-making, trusting internet strangers",1,1,2,2,5,4,4,5,3,5,4,3,2,3,4,2,2,3,1,3,1,1,3,2,2,4,4,4,3,4,1,4.104,5,1,4,2,3,2,1,3,3,3,2,2,40,5,6,6,8,4,6,6,8,6,5,0,0.823347628,10,2,0.730922012,0.9,60,0.981020012,1,40,86,4,1
9,1,15,18,17,1,1,1,1,1,1,1,1,0.308,2,1,2,4,3,4,1,1,2,1,I can have male friends visiting,I can hangout with male friends in the same building,,Laundry might be better,,,9,9,9,8,0,0,0.269158185,0.973442308,0.708762232,0.910198653,9,5,2,2,3,2,1,1,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,8,90,0,,1,1,1,1,1,1,1,2,2,2,2,21,Comptuer Science,China,9,-,This experiment is about whether people will compete or cooperate given certain circumstances and also on testing how people make decisions considering risk vesus gain dilemma,2,1,2,4,4,2,5,5,3,5,5,1,4,5,5,5,2,2,1,1,1,1,1,1,1,4,1,4,2,4,2,2.808,3,1,3,2,4,2,1,3,3,2,1,1,60,6,7,13,14,5,7,12,13,5,3,0,0.613824353,7,1,0.576022703,0.6,40,0.139605672,2,40,86,2,0
13,1,15,20,19,1,2,1,2,1,2,1,2,0.535,4,2,1,4,3,1,1,1,1,1,Friends can drop by your room,You can hold gatherings with your friends,,No disturbance ,Laundry is more accesible ,,11,10,9,9,0,0,0.3732469,0.756026376,0.806710438,0.789273314,10,5,6,6,3,2,6,6,9,4,1,4,2,1,2,1,1,0,2,1,1,2,1,5,50,1,Willingness to risk,1,1,1,1,1,1,2,2,2,2,2,20,Political Science,Spanish ,2,-,How our identity influences our economic decisions,1,0,2,4,2,4,4,5,5,4,5,2,1,2,2,2,2,4,1,1,1,1,2,5,2,5,1,1,1,1,2,12.384,13,3,1,2,4,3,3,3,3,3,2,1,0,6,8,13,10,5,8,12,10,8,3,0,0.932774485,11,2,0.511757878,1,60,0.049232584,2,60,114,4,0
14,1,15,22,21,1,1,1,1,1,1,1,1,0.445,3,2,1,3,4,4,1,0,2,1,friends of all genders can visit,,,quieter environment for studying,increased privacy,,11,11,11,10,0,0,0.513424427,0.494163091,0.224133022,0.264645062,8,4,5,5,8,4,10,10,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,11,60,1,"generosity, country",1,1,1,1,1,1,1,1,1,2,2,21,Philosophy,USA,8,,trust in others and risk taking,2,1,2,2,4,1,4,4,4,3,2,2,1,2,5,5,1,1,1,1,1,1,4,2,3,4,4,5,3,4,1,21.792,22,4,2,3,1,2,1,3,3,4,2,1,0,9,4,11,13,8,4,10,12,4,7,0,0.595583219,7,1,0.915941694,0.6,40,0.332966325,2,40,86,4,0
15,1,15,20,19,1,1,1,1,1,1,1,1,0.512,4,2,1,4,3,2,1,0,2,1,I get to meet more people,I will have the typical college experience,It is easier to talk to my freinds who are male,It is quiter and more peacful ,I can do laundary without interruption,,10,10,10,9,1,1,0.948044843,0.039401144,0.911705801,0.546426696,1,1,10,10,1,1,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,8,50,0,,1,1,1,1,1,1,1,1,2,2,2,20,Psychology,Ethiopian,3,,How willing people are to trust others for a common benefit.,1,1,2,4,4,2,2,5,4,5,5,4,2,2,4,4,2,2,1,3,1,1,4,2,4,2,4,5,3,4,2,15.936,16,3,2,4,1,2,1,1,2,1,1,1,60,7,7,12,13,6,7,11,12,7,1,2,0.342491196,4,1,0.493688283,0.3,40,0.92356108,1,62,116.8,2,0
16,1,15,20,19,1,1,2,2,1,1,2,2,0.451,3,2,1,3,4,3,1,0,2,1,Any friend can visit you regardless of their gender,it's generally more populated and there are more people living on the same floor,It's more likely to be closer to my friends ,The laundry rooms for non visitation female buildings are more empty,RA's budgets go towards fewer people,It's quieter ,10,10,10,9,1,1,0.731655022,0.211881168,0.308491812,0.110746028,2,1,7,7,8,4,9,9,9,4,1,4,2,1,2,1,1,0,1,1,1,2,2,7,60,1,That they were a small university's student and that they are not discouraged by the results yet,1,1,1,1,1,1,1,2,2,2,2,20,Philosophy,Taiwan,8,,Probably about examining individual tendencies to make economic risk-taking decisions based on external factors/identities of others as opposed to individualistic approaches,5,1,2,5,2,4,4,4,4,2,5,1,2,3,2,3,3,3,1,2,2,2,3,2,4,4,4,2,4,5,3,6.288,7,2,1,3,4,3,3,3,3,3,1,2,40,8,6,11,12,7,6,11,12,6,1,2,0.863155233,10,2,0.561761603,0.9,60,0.674247037,1,42,88.8,3,0
1,1,16,16,15,1,1,1,2,1,1,1,2,0.159,1,1,2,3,4,1,1,0,1,1,Having friends of another gender come over. No restrictions,More diverse friend circle in visitation buildings,More socialising.,Privacy,Better housing options,Close-knit community,8,7,8,8,1,1,0.489171621,0.208197361,0.173053402,0.342722983,6,3,7,7,6,3,6,6,9,4,1,2,1,1,2,1,1,0,1,1,1,1,2,7,100,0,,1,1,1,1,1,1,1,2,2,2,2,18,Political Science-History,Indian,10,Brahmin,Confidence and Risk taking,14,0,2,5,4,4,4,4,5,3,1,2,2,4,5,5,2,2,5,2,5,2,4,1,5,5,1,5,2,2,4,3.48,4,1,3,4,2,2,1,1,1,1,2,1,0,6,6,9,10,5,6,8,10,5,2,1,0.743880771,9,2,0.687095538,0.8,60,0.552672806,1,1,31.4,1,0
4,1,16,16,15,2,2,2,2,2,2,2,2,0.511,4,2,1,4,3,4,1,1,2,1,FREEDOM TO HOST ANY GUEST i WANT ,I can hangout with any of my friends ,I don't have to worry about who can visit me or not,I have never lived in non-visitation,,,8,8,8,7,1,1,0.926451393,0.202740493,0.83149302,0.881189625,2,1,7,7,2,1,1,1,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,8,80,1,"the risks involved in choosing choice 1, even though one gets more points the probability of getting 0 is much higher",1,1,1,1,1,1,1,1,1,1,1,23,Economics,Rwandan,1,,I think it was measuring whether one is more likely to choose option b as the probability increases in part 2 and in part 1 it was looking at the willingness to take a risk and choose choice 2,0,0,2,3,3,3,3,4,4,2,3,3,2,2,5,5,1,1,1,2,1,1,4,4,3,2,2,4,4,4,3,12.792,13,3,1,2,4,2,1,3,3,2,1,2,40,3,4,8,7,3,4,8,7,4,4,0,0.569757789,7,1,0.205023405,0.6,40,0.972973673,1,40,86,1,0
5,1,16,16,15,2,2,2,2,2,2,2,2,0.354,3,2,1,3,4,1,1,1,2,1,"Both guys and girls can come into the room, so there is diversity in gender.",Male friends can come visit me intead of me always visiting them,,There is higher probability there will be no parties and noise. More peaceful than visitation.,"As a girl, it might make me feel more comfortable, to not be surround by boys in the dorms.",,8,8,8,7,1,1,0.904142237,0.40676245,0.270169654,0.942786146,1,1,5,5,5,3,1,1,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,2,60,0,,1,1,1,1,1,1,1,1,1,1,2,20,Economics,Panama,10,Undecided,"about how much risk we are willing to take. first task was about game theory, i think. I have read it morelikely everyone will end up selecting choice 2.",1,0,2,3,4,4,3,5,3,3,2,3,1,2,4,4,5,2,4,4,1,1,4,2,3,2,5,4,3,4,2,1.848,2,1,2,4,3,2,1,3,3,2,2,2,40,5,3,7,8,5,3,7,8,3,1,2,0.662642605,8,1,0.674895543,0.7,40,0.517840847,1,42,88.8,1,0
6,1,16,18,17,2,2,2,2,2,2,2,2,0.105,1,1,2,3,4,1,1,1,1,1,I have a larger spectrum of people to socialize with.,I can have meaningful interaction with people such as having tea in my room.,I can better understand theopposite gender through such interaction,Quiet.,Closer relatioins with same gender.,More freedom.,9,8,9,9,0,0,0.244904586,0.478050447,0.185086855,0.644152124,7,4,7,7,9,5,4,4,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,2,33,0,,1,1,1,1,1,1,1,1,2,2,2,20,Computer Science,South Korea,9,,Game Theory,8,0,2,4,2,5,5,5,5,4,5,5,1,5,4,5,2,2,1,2,1,2,4,4,4,2,4,4,3,4,3,10.632,11,2,4,1,3,2,1,3,3,2,2,2,40,6,4,5,8,6,4,5,8,6,4,0,0.593859806,7,1,0.563467429,0.6,40,0.986017312,1,40,86,2,0
7,1,16,16,15,2,1,2,2,2,1,2,2,0.43,3,2,1,3,4,4,1,0,1,1,Casn easily bring friends of the opposite sex,,,Queit,,,8,7,8,8,1,1,0.788793551,0.994400771,0.891601965,0.677820278,2,1,1,1,1,1,5,5,9,4,1,4,2,1,2,1,1,0,1,1,2,2,2,2,95,0,-,1,1,1,1,1,1,1,1,1,1,2,24,General Engineering,Zimbabwean,1,-,"Risk Taking when making investments, be it financial or others. It is also to test human behavior , self gain vs common interests with other peoples'",2,0,2,3,3,5,4,4,4,2,2,3,2,2,5,4,2,2,4,2,2,4,4,2,2,4,3,2,3,3,4,14.232,15,3,2,1,4,2,1,2,3,4,1,2,40,6,6,13,13,6,6,13,13,6,4,0,0.678657168,8,1,0.93471789,0.7,40,0.052513879,2,40,86,4,0
8,1,16,16,15,1,2,2,2,1,2,2,2,0.177,2,1,2,4,3,2,1,0,2,1,You can have friends over whenever you want to ,It could be more lively,You could meet new friends ,It might be cleaner? ,You might feel more comfortable if you don't like living with people or seeing people of opposite sex,You don't have to worry about your laundry getting mixed,8,8,8,7,1,1,0.899733448,0.379181278,0.044064114,0.543263019,1,1,5,5,6,3,2,2,9,4,1,4,2,1,2,1,1,0,1,1,2,2,2,5,50,0,,1,1,1,1,1,1,1,2,2,2,2,20,Arab Crossroads,South Korea,3,,Gambling: people's willingness to earn money ,2,1,2,3,4,3,3,4,5,4,2,3,1,2,2,2,3,2,3,4,1,1,4,2,2,2,4,4,5,4,2,1.176,2,1,2,4,3,2,1,3,3,3,1,2,40,5,6,6,8,4,6,6,8,4,1,2,0.141501038,2,1,0.528754439,0.1,40,0.442529957,2,40,86,4,0
9,1,16,18,17,1,1,1,1,1,1,1,1,0.366,3,2,1,3,4,2,1,0,1,1,Interactions with other gender,Increases social interactions,Creates new bonds,Private and conducive environment,Relaxing,Less noise,9,8,9,9,0,0,0.942419891,0.254882403,0.073108598,0.898748686,2,1,6,6,7,4,1,1,9,4,2,4,2,1,2,1,1,0,1,1,1,1,1,9,100,0,,1,1,1,1,1,1,1,1,2,2,2,20,Psychology,Kenyan,5,-,"Investigating one's confidence in a gamble, whether they can trust that the other opponent will think like them",3,1,2,4,3,4,4,4,5,3,2,1,2,4,4,3,3,2,2,4,1,1,3,4,3,4,4,2,3,2,4,5.52,6,1,4,3,2,2,1,3,3,1,1,1,60,8,7,13,14,7,7,12,13,7,2,1,0.650153695,8,1,0.939526298,0.7,40,0.621756363,1,61,115.4,2,0
13,1,16,20,19,2,1,2,2,2,1,2,2,0.869,6,4,2,1,3,4,2,1,2,1,Friends of the opposite sex are able to visit and hang out ,,,The floor is probably quieter ,,,11,11,9,8,0,0,0.25345709,0.923764422,0.453583712,0.755632418,6,3,1,1,7,4,1,1,9,4,1,4,2,1,2,1,1,0,2,1,1,2,2,6,60,1,"Since it was unknown whether they were male/female, I went with the safer, guaranteed-return option of choice 2.",1,1,1,1,1,1,1,2,2,2,2,22,Biology,Canada,1,-,Assessing how individual's make risk-based decisions based on probabilities of outcomes,0,0,2,3,2,5,4,4,4,4,3,2,2,1,5,5,1,1,5,4,1,5,5,2,2,3,5,4,4,4,2,3.384,4,1,3,4,2,2,1,3,3,3,1,2,40,7,7,13,10,7,7,13,10,10,4,0,0.900960762,10,2,0.997388284,0.9,0,0.708641138,1,40,86,4,0
14,1,16,22,21,1,2,1,2,1,2,1,2,0.103,1,1,2,3,4,4,1,1,1,1,Have guests of other gender,Hang out with friends m/f,Have more freedom,As a guy I do not see any good advantage,/,/,11,10,11,11,0,0,0.33915774,0.675217405,0.175438698,0.534943322,10,5,5,5,8,4,6,6,9,4,1,4,2,1,2,1,1,0,1,1,2,1,2,8,60,1,"At first, I thought it was assigned on a gender basis, but then from the second onwards I realized it does not matter if it's male or female",1,1,1,1,1,1,1,1,1,2,2,22,Engineering,Macedonian,3,,Decision making ,2,0,2,4,2,2,3,4,4,2,2,4,1,4,5,4,2,2,5,3,2,1,3,4,4,4,3,2,2,2,3,9.216,10,2,3,4,1,3,3,3,3,4,2,2,40,4,8,11,13,3,8,10,13,3,5,0,0.505529213,6,1,0.718380806,0.5,40,0.165016925,2,40,86,4,0
15,1,16,20,19,1,1,1,1,1,1,1,1,0.294,2,1,2,4,3,2,1,1,1,1,Having female friends over,Seeing both genders instead of just one,Helps me to expand my friend network,I can focus from distraction,Less romance drama that complicates school life,"As a male, I can wear anything I want",10,9,10,10,1,1,0.935297655,0.77455858,0.876557826,0.727531887,3,2,3,3,2,1,5,5,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,9,100,1,I considered his basic intelligence and motive to get as much profit as possible. ,1,1,1,1,1,1,1,1,2,2,2,23,Political Science,South Korea,1,,I think this experiment was about how my decision change when risk (in terms of probabilities) are involved. I was more cautious and careful in part 2 than I was in part 1,5,0,2,1,2,5,5,4,5,3,4,5,3,1,1,3,1,1,1,3,3,3,3,3,4,2,2,2,2,2,4,10.56,11,2,4,1,3,2,1,1,2,1,2,1,0,8,6,12,13,7,6,11,12,7,2,1,0.131108542,2,1,0.353608861,0.1,40,0.184298843,2,40,86,1,0
16,1,16,20,19,2,2,2,2,2,2,2,2,0.276,2,1,2,4,3,4,1,1,1,1,"I have friends that are female, so we can have them over and they dont have to be segregated against",,,No parties when Im trying to sleep,,,10,9,10,10,1,1,0.372568255,0.617046731,0.672887004,0.391272133,8,4,6,6,3,2,8,8,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,2,50,0,,1,1,1,1,1,1,1,1,1,2,2,21,Interactive Media,Syrian,8,,People's risk calculations and their opinion regarding other people's risk calculation,2,0,2,5,4,3,4,2,5,2,5,1,1,5,1,1,2,5,2,1,1,1,4,2,2,4,1,1,2,2,4,23.976,24,4,3,2,1,2,1,1,3,3,1,2,40,6,8,11,12,6,8,11,12,6,4,0,0.921710412,11,2,0.755055435,1,60,0.221619409,2,60,114,4,0
6,1,17,18,17,2,2,2,2,2,2,2,2,0.02,1,1,2,3,4,1,1,1,2,1,able to invite any  friends over,able to have events in the lounges for anyone to join,,generally cleaner,emirati roommates sometimes stay at home instead of in the room,,9,9,9,8,0,0,0.098835963,0.853540922,0.628848174,0.811669265,8,4,3,3,4,2,1,1,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,4,70,1,I tried to picture different confident people I know and how they would rationalize their decisions,1,1,1,1,1,1,1,1,1,1,2,19,social research and public policy,usa,9,,I think it was about whether gender (the avatars) would make participants assume their partner would take a risk or choose the safe option,2,1,2,5,4,3,2,4,2,4,4,4,1,5,3,2,4,5,1,1,1,1,4,1,2,5,4,5,3,2,1,14.4,15,3,2,1,4,2,1,1,1,2,1,2,40,4,3,5,8,4,3,5,8,4,0,3,0.916512209,11,2,0.197076114,1,60,0.081788776,2,60,114,2,1
9,1,17,18,17,1,2,2,2,1,2,2,2,0.103,1,1,2,3,4,1,1,1,1,1,Always being around friends. Never down time alone.,Partying and other social activities. ,I like a noisy environment. ,It's more quiet,Better for studying,Down time to relax.,9,8,9,9,0,0,0.214460712,0.409377515,0.008470962,0.375221221,9,5,4,4,8,4,6,6,9,2,1,4,1,1,2,1,1,0,1,1,2,2,2,6,70,0,,1,1,1,1,1,1,1,2,2,2,2,19,Mechanical engineer,Pakistan,8,-,How we even though we say that we don't discriminate between male/female we end up doing so subconciously anyways. ,5,1,2,5,4,4,5,3,4,2,2,4,2,4,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,3,4,11.328,12,2,4,3,1,2,1,3,3,2,2,2,40,8,7,13,14,7,7,13,14,7,1,2,0.925604939,11,2,0.101268083,1,60,0.358648141,2,60,114,2,0
13,1,17,20,19,1,1,2,1,1,1,2,1,0.247,2,1,2,4,3,4,1,0,1,1,Friends from campus can visit me,Friends from off campus can visit me,I can visit other friends,Friends from campus cannot visit me,Friends from off campus cannot visit me,I cannot visit other friends,11,10,9,9,0,0,0.741194351,0.980920978,0.78323056,0.853319525,4,2,1,1,4,2,3,3,9,4,1,4,2,2,4,2,1,0,1,1,1,1,2,8,100,0,,1,1,1,1,1,2,2,2,2,2,2,23,Film,South Sudanese,1,-,It is clear and easy to preform but it is also hard to make choices given that we have to consider what the other partners choose.,0,0,2,2,3,4,5,4,5,3,4,4,1,4,4,3,2,3,4,3,1,2,3,3,3,3,4,4,4,4,3,3.384,4,1,3,4,2,2,3,1,3,3,1,2,40,6,8,13,10,5,8,13,9,5,3,0,0.821946993,10,2,0.359545229,0.9,60,0.476430465,2,60,114,4,0
14,1,17,22,21,2,2,2,1,2,2,2,1,0.074,1,1,2,3,4,4,1,1,2,1,more lively,more chances to meet people,,female only floors are cleaner,better environment to concentrate (study),,11,11,11,10,0,0,0.041743872,0.003704685,0.163782906,0.941574135,11,6,11,11,9,5,1,1,9,4,1,4,2,1,2,1,1,0,2,1,2,2,1,3,60,0,,1,1,1,1,1,1,1,2,2,2,2,21,LITCW,Japan,8,,Optimism/Pessimism,3,0,2,3,3,5,4,4,4,2,2,3,2,4,4,4,4,2,2,4,1,3,4,4,2,2,5,2,4,5,3,18.744,19,4,1,2,3,2,1,3,3,4,2,1,0,9,4,11,13,9,4,11,12,9,6,0,0.969328585,11,2,0.950912519,1,60,0.744006925,1,0,30,4,0
15,1,17,20,19,1,1,1,1,1,1,1,1,0.541,4,2,1,4,3,4,1,0,2,1,I have many other gender friends and they can support me,More inter-personal interactions,Get to know more cultures,Freedom of dress,No unwanted guests randomly showing up,quieter space,10,10,10,9,1,1,0.793472282,0.351528168,0.885227656,0.031717916,3,2,8,8,2,1,10,10,9,4,1,4,1,2,2,1,1,0,1,1,1,1,1,9,80,0,,1,1,1,1,2,1,2,2,2,2,2,21,Psychology,German,1,,decision making,5,0,2,1,5,5,5,5,5,3,5,5,1,3,5,5,1,3,1,1,1,1,5,1,5,1,5,5,5,5,1,10.536,11,2,4,1,3,2,3,3,3,1,2,1,0,7,7,12,13,6,7,11,12,7,2,1,0.707274229,8,2,0.345983722,0.7,60,0.856510215,1,1,31.4,2,0
16,1,17,20,19,1,1,1,1,1,1,1,1,0.495,3,2,1,3,4,1,1,1,2,1,my friends of opposite gender being able to visit,an experience more fitting to real world,,lack of freedom to invite over guests you want to invite,,,10,10,10,9,1,1,0.54344457,0.918276573,0.725256952,0.638271548,3,2,1,1,3,2,4,4,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,10,100,0,,1,1,1,1,1,1,1,1,1,2,2,19,legal studies,slovenian,9,,"whether one person makes a different decision which affects another subject,  depending on the gender of said subject",2,0,2,1,2,5,5,5,5,3,1,3,1,1,4,3,2,4,1,1,5,1,5,1,5,1,4,5,4,5,1,8.976,9,2,3,1,4,3,3,3,3,3,1,1,60,8,6,11,12,7,6,10,11,6,4,0,0.360585279,4,1,0.226857013,0.3,40,0.066709751,2,40,86,3,1
6,1,18,18,17,1,1,1,1,1,1,1,1,0.228,2,1,2,4,3,1,1,1,1,1,Both genders can communicate in lounges,Can invite friends to your room,,Easier to follow religious beliefs,More privacy,,9,8,9,9,0,0,0.410320835,0.83384452,0.424848888,0.634002445,3,2,3,3,6,3,5,5,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,7,85,0,,1,1,1,1,1,1,1,1,2,2,2,19,Electrical Engineering,Kazakhstan,5,,Risk taking when it comes to making decisions on your finances,3,0,2,2,4,4,4,3,4,4,4,2,2,2,4,4,1,1,4,2,4,3,4,4,3,4,2,2,4,4,2,0.216,1,1,2,3,4,2,1,3,3,2,2,1,0,6,4,5,8,5,4,4,7,5,2,1,0.913218973,11,2,0.673560543,1,60,0.486696806,2,60,114,2,0
9,1,18,18,17,2,2,2,2,2,2,2,2,0.388,3,2,1,3,4,1,1,0,2,1,I can bring whoever I want to my room,There are more options for rooms ,,Can be more care free about what I wear within the building,There is less mess in the laundry room,A5 is closer to my classes ,9,9,9,8,0,0,0.565396537,0.129652711,0.029056531,0.075426989,4,2,8,8,9,5,8,8,9,4,1,4,1,1,2,1,1,0,2,1,2,2,2,5,50,0,,1,1,1,1,1,1,1,1,1,1,2,19,"Film & New Media, Theatre",Brazilian,3,-,I recognized the first experiment as some kind of prisoner's dilemma. But due to the avatars I think it may have somthing to do with gender and how much one is able to trust that gender. ,1,1,2,4,3,4,3,1,3,4,2,2,1,4,4,4,3,2,1,2,2,1,3,2,3,5,3,3,5,4,2,19.296,20,4,1,3,2,2,1,3,3,1,2,2,40,6,7,13,14,6,7,13,14,7,2,1,0.460929367,6,1,0.799307161,0.5,40,0.140123685,2,40,86,2,1
13,1,18,20,19,1,1,1,1,1,1,1,1,0.481,3,2,1,3,4,3,1,1,1,1,Ability to engage in relationships with opposite sex,Ability to freely socialize,Ability to not be constrained ,N/A,N/A,Maybe it is meaningful for some religious reasons,11,10,9,9,0,0,0.790033017,0.876658838,0.381447071,0.406745021,3,2,4,4,9,5,8,8,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,9,100,0,,1,1,1,1,1,1,1,1,1,2,2,21,Economics,Ukraine/Russia,9,-,Figuring out whether the opponent's gender infuences the economic decisions we make. ,0,0,2,3,3,4,4,4,5,2,2,4,2,4,5,5,1,1,3,3,3,3,3,3,3,4,3,4,4,4,4,2.52,3,1,3,2,4,2,1,3,3,3,2,1,0,6,8,13,10,5,8,12,9,8,1,2,0.490757121,6,1,0.628722517,0.5,40,0.058249126,2,40,86,3,1
14,1,18,22,21,2,2,2,2,2,2,2,2,0.07,1,1,2,3,4,2,1,1,1,1,I can have friends over regardless of their sex.,I do not have to worry about disturbing anyone's preference in terms of company.,,It can be more quiet during the weekends due to the lack of parties,"Depending on your religious preferences, it can be a safe zone due to your attire decision",,11,10,11,11,0,0,0.889557783,0.91775293,0.716890321,0.124337132,3,2,1,1,4,2,9,9,9,1,4,2,1,4,2,1,1,0,2,1,2,2,2,2,100,0,,1,1,1,1,1,1,1,1,1,1,2,20,Economics,Peruvian,2,,Game theory,2,0,2,5,1,4,4,5,4,2,2,2,3,4,4,5,1,2,5,5,4,4,3,4,4,5,3,2,1,1,5,12.96,13,3,1,2,4,2,1,1,1,4,1,2,40,4,8,11,13,4,8,11,13,4,2,1,0.844591048,10,1,0.319175307,0.9,40,0.303188368,2,40,86,4,0
15,1,18,20,19,2,2,2,2,2,2,2,2,0.908,6,4,2,1,3,4,1,1,1,1,my friends can come visit (female friends),I can sleepover at my friends when I am scared to sleep,is someone is dating than this is important, no distrubing friends,,,10,9,10,10,1,1,0.091793572,0.307389527,0.628424781,0.184965435,10,5,7,7,3,2,9,9,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,3,80,0,,1,1,1,1,1,1,1,1,1,1,2,22,psychology,Bosnian and Herzegovian,2,,gender and decision making,2,0,2,5,1,3,5,5,5,2,1,4,2,5,1,3,4,4,1,4,1,1,4,5,3,4,4,4,3,2,4,18.888,19,4,1,2,3,2,1,3,3,1,1,2,40,8,6,12,13,8,6,12,13,13,10,0,0.503327585,6,1,0.667025563,0.5,40,0.795875404,1,40,86,3,0
