CaseNumber,IPAddress,DurationInMins,GroupSize,Mechanism,Cooperation,ExpCo,Nother,ExpCoP,PercEffi,conflict1,conflict2,conflict2r,conflict3,conflict4,conflict4r,conflict5,conflict6,conflict6r,Conflict,IR1_Q1,IR1_Q2,IR2_Q1,IR2_Q2,IR3_Q1,IR3_Q2,IR4_Q1,IR4_Q2,PunishQ1_1,PunishQ1_2,PunishQ1_3,PunishQ1_4,PunishQ2_1,PunishQ2_2,PunishQ2_3,PunishQ2_4,PunishQ3_1,PunishQ3_2,PunishQ3_3,PunishQ3_4,PunishQ4_1,PunishQ4_2,PunishQ4_3,PunishQ4_4,Age,Gender
960,184.183.113.174,4.833333333333333,40-person group,control,contribute 0,3,39,0.07692307692307693,2,"completely disagree
1
","neutral
3
",3,"completely agree
5
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,,,,,,,,,,,,,,,,,,,,,,,,,28,Male
961,69.36.57.162,4.833333333333333,4-person group,reputation,contribute 20,3,3,1,7,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.5,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,30,Female
962,75.143.203.231,4.833333333333333,20-person group,control,contribute 0,2,19,0.10526315789473684,1,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,5,,,,,,,,,,,,,,,,,,,,,,,,,43,Male
963,172.97.30.133,4.8,20-person group,control,contribute 20,15,19,0.7894736842105263,7,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,37,Female
964,24.182.84.104,4.783333333333333,4-person group,control,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,21,Male
965,76.121.45.204,4.783333333333333,20-person group,punishment,contribute 0,10,19,0.5263157894736842,2,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"neutral
3
","slightly disagree
2
",4,3.5,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,26,Male
966,99.197.4.171,4.783333333333333,20-person group,control,contribute 0,0,19,0,2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,"slightly disagree
2
","neutral
3
",3,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,43,Female
967,73.19.203.125,4.766666666666667,20-person group,punishment,contribute 0,5,19,0.2631578947368421,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,24,Male
968,107.222.88.125,4.75,4-person group,reputation,contribute 20,1,3,0.3333333333333333,3,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.5,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,40,Female
969,24.151.19.168,4.733333333333333,40-person group,control,contribute 20,32,39,0.8205128205128205,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,,,,,,,,,,,,,,,,,,,,,,,,,32,Female
970,186.167.244.98,4.733333333333333,4-person group,control,contribute 20,2,3,0.6666666666666666,6,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,3,,,,,,,,,,,,,,,,,,,,,,,,,39,Male
971,96.58.4.78,4.7,20-person group,reputation,contribute 20,11,19,0.5789473684210527,3,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly disagree
2
",4,"neutral
3
","neutral
3
",3,3.1666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,24,Male
972,107.77.215.136,4.7,40-person group,punishment,contribute 20,5,39,0.1282051282051282,3,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","completely agree
5
",1,"slightly disagree
2
","slightly disagree
2
",4,2.6666666666666665,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,34,Male
973,47.221.52.247,4.65,20-person group,control,contribute 20,19,19,1,6,"completely agree
5
","completely agree
5
",1,"completely agree
5
","completely agree
5
",1,"neutral
3
","neutral
3
",3,3,,,,,,,,,,,,,,,,,,,,,,,,,25,Female
974,24.251.84.33,4.65,20-person group,control,contribute 20,7,19,0.3684210526315789,3,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,25,Male
975,68.10.146.114,4.65,4-person group,control,contribute 20,2,3,0.6666666666666666,6,"completely disagree
1
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,35,Female
976,66.133.74.123,4.65,40-person group,control,contribute 20,39,39,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,35,Male
977,173.48.109.64,4.65,20-person group,control,contribute 0,5,19,0.2631578947368421,2,"slightly disagree
2
","neutral
3
",3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,42,Female
978,104.129.204.60,4.633333333333334,4-person group,reputation,contribute 20,2,3,0.6666666666666666,5,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,46,Male
979,71.234.106.152,4.616666666666666,20-person group,control,contribute 20,17,19,0.8947368421052632,7,"slightly agree
4
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly agree
4
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,21,Male
980,68.33.86.102,4.616666666666666,20-person group,punishment,contribute 0,4,19,0.21052631578947367,2,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,4.166666666666667,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,23,Male
981,186.137.44.46,4.616666666666666,4-person group,control,contribute 0,2,3,0.6666666666666666,1,"completely disagree
1
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,25,Male
982,99.156.90.130,4.6,40-person group,control,contribute 20,19,39,0.48717948717948717,7,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,3.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,29,Female
983,67.160.159.204,4.6,4-person group,control,contribute 0,3,3,1,5,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly disagree
2
",4,4.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,36,Male
984,74.101.99.25,4.583333333333333,4-person group,control,contribute 0,1,3,0.3333333333333333,2,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,19,Male
985,97.104.136.230,4.583333333333333,20-person group,control,contribute 0,19,19,1,3,"slightly agree
4
","neutral
3
",3,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","slightly disagree
2
",4,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,33,Male
986,68.201.177.103,4.583333333333333,20-person group,control,contribute 20,15,19,0.7894736842105263,6,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,38,Male
987,107.77.197.34,4.583333333333333,40-person group,punishment,contribute 20,35,39,0.8974358974358975,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,7,3,0,5,5,0,4,3,3,0,45,Male
988,192.111.74.71,4.566666666666666,4-person group,control,contribute 20,2,3,0.6666666666666666,5,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","completely disagree
1
",5,"slightly agree
4
","slightly agree
4
",2,3.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,28,Male
989,71.199.174.253,4.55,20-person group,reputation,contribute 0,5,19,0.2631578947368421,6,"neutral
3
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,2.8333333333333335,Member 1 (contribute 20 tokens),0 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 2 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,36,Female
990,107.14.49.99,4.533333333333333,4-person group,control,contribute 20,2,3,0.6666666666666666,5,"completely disagree
1
","completely agree
5
",1,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,20,Male
991,150.135.165.38,4.533333333333333,40-person group,punishment,contribute 20,20,39,0.5128205128205128,5,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,4,0,22,Male
992,138.86.163.7,4.516666666666667,20-person group,control,contribute 0,10,19,0.5263157894736842,2,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,19,Male
993,97.88.61.90,4.516666666666667,4-person group,control,contribute 0,2,3,0.6666666666666666,4,"completely disagree
1
","slightly disagree
2
",4,"slightly agree
4
","completely disagree
1
",5,"completely agree
5
","slightly disagree
2
",4,3.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,34,Male
994,73.88.144.166,4.516666666666667,4-person group,control,contribute 20,1,3,0.3333333333333333,6,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,53,Female
995,130.132.173.136,4.5,40-person group,reputation,contribute 20,15,39,0.38461538461538464,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,"completely disagree
1
","completely agree
5
",1,2.5,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,21,Male
996,24.46.16.221,4.5,4-person group,control,contribute 20,2,3,0.6666666666666666,7,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,27,Male
997,173.61.40.29,4.5,40-person group,reputation,contribute 20,36,39,0.9230769230769231,6,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.3333333333333335,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,35,Female
998,184.155.118.113,4.483333333333333,40-person group,reputation,contribute 20,20,39,0.5128205128205128,7,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.5,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,31,Female
999,24.45.155.43,4.483333333333333,4-person group,reputation,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,I choose no one,,,,,,,,,,,,,,,,,,50,Female
1000,216.164.62.42,4.483333333333333,40-person group,control,contribute 20,20,39,0.5128205128205128,4,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,,,,,,,,,,,,,,,,,,,,,,,,,50,Female
1001,73.216.131.167,4.466666666666667,40-person group,control,contribute 20,8,39,0.20512820512820512,4,"completely disagree
1
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,24,Female
1002,68.58.74.108,4.466666666666667,40-person group,control,contribute 0,30,39,0.7692307692307693,2,"completely disagree
1
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,25,Male
1003,50.1.116.90,4.466666666666667,20-person group,punishment,contribute 20,6,19,0.3157894736842105,3,"completely disagree
1
","completely disagree
1
",5,"completely agree
5
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,4,0,26,Male
1004,71.181.241.174,4.45,4-person group,control,contribute 0,1,3,0.3333333333333333,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,28,Female
1005,172.58.201.158,4.45,4-person group,control,contribute 20,3,3,1,7,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,45,Female
1006,108.240.78.143,4.433333333333334,40-person group,reputation,contribute 0,12,39,0.3076923076923077,4,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,"completely agree
5
","completely agree
5
",1,3,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),0 tokens,Member 3 (contribute 0 tokens),0 tokens,Member 3 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,21,Male
1007,73.208.241.253,4.433333333333334,40-person group,control,contribute 0,30,39,0.7692307692307693,2,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,35,Male
1008,68.57.61.142,4.433333333333334,40-person group,reputation,contribute 20,30,39,0.7692307692307693,6,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,1.8333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,46,Male
1009,76.122.187.54,4.416666666666667,4-person group,punishment,contribute 20,0,3,0,3,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,3.5,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,21,Male
1010,66.168.173.34,4.416666666666667,40-person group,control,contribute 0,15,39,0.38461538461538464,5,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","completely agree
5
",1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,32,Female
1011,70.173.12.131,4.4,20-person group,control,contribute 20,10,19,0.5263157894736842,5,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,33,Male
1012,172.56.4.199,4.4,4-person group,control,contribute 20,3,3,1,6,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,37,Female
1013,75.38.182.192,4.383333333333334,4-person group,punishment,contribute 0,1,3,0.3333333333333333,5,"completely agree
5
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,3,7,0,2,2,6,1,1,1,7,32,Male
1014,184.14.200.241,4.383333333333334,4-person group,control,contribute 20,2,3,0.6666666666666666,3,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,38,Female
1015,97.119.158.49,4.366666666666666,20-person group,control,contribute 20,10,19,0.5263157894736842,3,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,33,Male
1016,74.104.131.189,4.35,20-person group,reputation,contribute 20,10,19,0.5263157894736842,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2.1666666666666665,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,28,Male
1017,69.170.220.115,4.35,4-person group,control,contribute 20,1,3,0.3333333333333333,6,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,37,Male
1018,67.163.87.122,4.35,40-person group,control,contribute 0,10,39,0.2564102564102564,2,"completely disagree
1
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","neutral
3
",3,3.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,37,Male
1019,71.72.231.21,4.333333333333333,40-person group,control,contribute 20,20,39,0.5128205128205128,7,"completely agree
5
","slightly agree
4
",2,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly agree
4
",2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,24,Male
1020,45.20.201.221,4.333333333333333,20-person group,control,contribute 20,10,19,0.5263157894736842,7,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,37,Female
1021,66.172.98.209,4.316666666666666,40-person group,control,contribute 20,20,39,0.5128205128205128,6,"neutral
3
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,23,Male
1022,192.208.251.76,4.3,40-person group,punishment,contribute 20,20,39,0.5128205128205128,4,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,3.5,,,,,,,,,4,3,3,0,0,0,10,0,0,5,5,0,4,3,3,0,28,Male
1023,107.203.178.120,4.3,20-person group,reputation,contribute 0,5,19,0.2631578947368421,4,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,2.5,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,I choose no one,,,,,,,,,,,,,,,,,,32,Male
